date,dish,sales
2025-11-27,Mala flavor - Sea bass,12.0
2025-11-27,Mala flavor - Qian fish,12.0
2025-11-28,Chicken knee cartilage,42.0
2025-11-28,Grilled lamb skewers,38.0
2025-11-28,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-11-28,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-11-28,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-11-28,Garlic flavor - Jiangtuan,6.0
2025-11-28,Garlic flavor - Sea bass,6.0
2025-11-28,Garlic flavor - Qian fish,15.0
2025-11-28,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-28,Pickled mustard greens flavor - Sea bass,1.0
2025-11-28,Pickled mustard greens flavor - Qian fish,1.0
2025-11-28,Green pepper flavor - Jiangtuan,7.0
2025-11-28,Green pepper flavor - Sea bass,7.0
2025-11-28,Green pepper flavor - Qian fish,7.0
2025-11-28,Mala flavor - Jiangtuan,14.0
2025-11-28,Mala flavor - Sea bass,14.0
2025-11-28,Mala flavor - Qian fish,14.0
2025-11-29,Chicken knee cartilage,51.0
2025-11-29,Grilled lamb skewers,133.0
2025-11-29,Old-jar pickled mustard greens flavor - Jiangtuan,4.0
2025-11-29,Old-jar pickled mustard greens flavor - Sea bass,4.0
2025-11-29,Old-jar pickled mustard greens flavor - Qian fish,4.0
2025-11-29,Garlic flavor - Jiangtuan,11.0
2025-11-29,Garlic flavor - Sea bass,11.0
2025-11-29,Garlic flavor - Qian fish,21.0
2025-11-29,Pickled mustard greens flavor - Jiangtuan,2.0
2025-11-29,Pickled mustard greens flavor - Sea bass,1.0
2025-11-29,Pickled mustard greens flavor - Qian fish,1.0
2025-11-29,Green pepper flavor - Jiangtuan,5.0
2025-11-29,Green pepper flavor - Sea bass,5.0
2025-11-29,Green pepper flavor - Qian fish,5.0
2025-11-29,Mala flavor - Jiangtuan,20.0
2025-11-29,Mala flavor - Sea bass,20.0
2025-11-29,Mala flavor - Qian fish,20.0
2025-11-30,Chicken knee cartilage,52.0
2025-11-30,Grilled lamb skewers,109.0
2025-11-30,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-11-30,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-11-30,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-11-30,Garlic flavor - Jiangtuan,10.0
2025-11-30,Garlic flavor - Sea bass,10.0
2025-11-30,Garlic flavor - Qian fish,21.0
2025-11-30,Pickled mustard greens flavor - Jiangtuan,1.0
2025-11-30,Pickled mustard greens flavor - Sea bass,1.0
2025-11-30,Pickled mustard greens flavor - Qian fish,2.0
2025-11-30,Green pepper flavor - Jiangtuan,9.0
2025-11-30,Green pepper flavor - Sea bass,9.0
2025-11-30,Green pepper flavor - Qian fish,10.0
2025-11-30,Mala flavor - Jiangtuan,16.0
2025-11-30,Mala flavor - Sea bass,16.0
2025-11-30,Mala flavor - Qian fish,18.0
2025-12-01,Chicken knee cartilage,28.0
2025-12-01,Grilled lamb skewers,20.0
2025-12-01,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-12-01,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-12-01,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-12-01,Garlic flavor - Jiangtuan,4.0
2025-12-01,Garlic flavor - Sea bass,4.0
2025-12-01,Garlic flavor - Qian fish,5.0
2025-12-01,Pickled mustard greens flavor - Sea bass,1.0
2025-12-01,Pickled mustard greens flavor - Qian fish,1.0
2025-12-01,Green pepper flavor - Jiangtuan,3.0
2025-12-01,Green pepper flavor - Sea bass,3.0
2025-12-01,Green pepper flavor - Qian fish,3.0
2025-12-01,Mala flavor - Jiangtuan,9.0
2025-12-01,Mala flavor - Sea bass,9.0
2025-12-01,Mala flavor - Qian fish,9.0
2025-12-02,Chicken knee cartilage,37.0
2025-12-02,Grilled lamb skewers,46.0
2025-12-02,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-12-02,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-12-02,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-12-02,Garlic flavor - Jiangtuan,4.0
2025-12-02,Garlic flavor - Sea bass,4.0
2025-12-02,Garlic flavor - Qian fish,4.0
2025-12-02,Pickled mustard greens flavor - Jiangtuan,1.0
2025-12-02,Pickled mustard greens flavor - Sea bass,1.0
2025-12-02,Pickled mustard greens flavor - Qian fish,1.0
2025-12-02,Green pepper flavor - Jiangtuan,4.0
2025-12-02,Green pepper flavor - Sea bass,4.0
2025-12-02,Green pepper flavor - Qian fish,4.0
2025-12-02,Mala flavor - Jiangtuan,13.0
2025-12-02,Mala flavor - Sea bass,13.0
2025-12-02,Mala flavor - Qian fish,13.0
2025-12-03,Chicken knee cartilage,14.0
2025-12-03,Grilled lamb skewers,41.0
2025-12-03,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-12-03,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-12-03,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-12-03,Garlic flavor - Jiangtuan,4.0
2025-12-03,Garlic flavor - Sea bass,4.0
2025-12-03,Garlic flavor - Qian fish,9.0
2025-12-03,Green pepper flavor - Jiangtuan,3.0
2025-12-03,Green pepper flavor - Sea bass,3.0
2025-12-03,Green pepper flavor - Qian fish,3.0
2025-12-03,Mala flavor - Jiangtuan,13.0
2025-12-03,Mala flavor - Sea bass,13.0
2025-12-03,Mala flavor - Qian fish,13.0
2025-12-04,Chicken knee cartilage,38.0
2025-12-04,Grilled lamb skewers,64.0
2025-12-04,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-12-04,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-12-04,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-12-04,Garlic flavor - Jiangtuan,2.0
2025-12-04,Garlic flavor - Sea bass,2.0
2025-12-04,Garlic flavor - Qian fish,5.0
2025-12-04,Pickled mustard greens flavor - Jiangtuan,1.0
2025-12-04,Pickled mustard greens flavor - Sea bass,1.0
2025-12-04,Pickled mustard greens flavor - Qian fish,2.0
2025-12-04,Green pepper flavor - Jiangtuan,5.0
2025-12-04,Green pepper flavor - Sea bass,5.0
2025-12-04,Green pepper flavor - Qian fish,5.0
2025-12-04,Mala flavor - Jiangtuan,11.0
2025-12-04,Mala flavor - Sea bass,11.0
2025-12-04,Mala flavor - Qian fish,11.0
2025-12-05,Chicken knee cartilage,20.0
2025-12-05,Grilled lamb skewers,90.0
2025-12-05,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-12-05,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-12-05,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-12-05,Garlic flavor - Jiangtuan,6.0
2025-12-05,Garlic flavor - Sea bass,6.0
2025-12-05,Garlic flavor - Qian fish,15.0
2025-12-05,Pickled mustard greens flavor - Jiangtuan,2.0
2025-12-05,Pickled mustard greens flavor - Sea bass,2.0
2025-12-05,Pickled mustard greens flavor - Qian fish,2.0
2025-12-05,Green pepper flavor - Jiangtuan,6.0
2025-12-05,Green pepper flavor - Sea bass,6.0
2025-12-05,Green pepper flavor - Qian fish,7.0
2025-12-05,Mala flavor - Jiangtuan,15.0
2025-12-05,Mala flavor - Sea bass,15.0
2025-12-05,Mala flavor - Qian fish,16.0
2025-12-06,Chicken knee cartilage,53.0
2025-12-06,Grilled lamb skewers,139.0
2025-12-06,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-12-06,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-12-06,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-12-06,Garlic flavor - Jiangtuan,9.0
2025-12-06,Garlic flavor - Sea bass,9.0
2025-12-06,Garlic flavor - Qian fish,17.0
2025-12-06,Pickled mustard greens flavor - Jiangtuan,1.0
2025-12-06,Pickled mustard greens flavor - Sea bass,1.0
2025-12-06,Pickled mustard greens flavor - Qian fish,1.0
2025-12-06,Green pepper flavor - Jiangtuan,8.0
2025-12-06,Green pepper flavor - Sea bass,8.0
2025-12-06,Green pepper flavor - Qian fish,8.0
2025-12-06,Mala flavor - Jiangtuan,18.0
2025-12-06,Mala flavor - Sea bass,18.0
2025-12-06,Mala flavor - Qian fish,18.0
2025-12-07,Chicken knee cartilage,87.0
2025-12-07,Grilled lamb skewers,104.0
2025-12-07,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-12-07,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-12-07,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-12-07,Garlic flavor - Jiangtuan,10.0
2025-12-07,Garlic flavor - Sea bass,10.0
2025-12-07,Garlic flavor - Qian fish,24.0
2025-12-07,Pickled mustard greens flavor - Jiangtuan,1.0
2025-12-07,Pickled mustard greens flavor - Sea bass,1.0
2025-12-07,Pickled mustard greens flavor - Qian fish,1.0
2025-12-07,Green pepper flavor - Jiangtuan,7.0
2025-12-07,Green pepper flavor - Sea bass,7.0
2025-12-07,Green pepper flavor - Qian fish,7.0
2025-12-07,Mala flavor - Jiangtuan,18.0
2025-12-07,Mala flavor - Sea bass,17.0
2025-12-07,Mala flavor - Qian fish,18.0
2025-12-08,Chicken knee cartilage,16.0
2025-12-08,Grilled lamb skewers,51.0
2025-12-08,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-12-08,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-12-08,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-12-08,Garlic flavor - Jiangtuan,4.0
2025-12-08,Garlic flavor - Sea bass,4.0
2025-12-08,Garlic flavor - Qian fish,4.0
2025-12-08,Pickled mustard greens flavor - Jiangtuan,1.0
2025-12-08,Pickled mustard greens flavor - Sea bass,1.0
2025-12-08,Pickled mustard greens flavor - Qian fish,1.0
2025-12-08,Green pepper flavor - Jiangtuan,3.0
2025-12-08,Green pepper flavor - Sea bass,3.0
2025-12-08,Green pepper flavor - Qian fish,3.0
2025-12-08,Mala flavor - Jiangtuan,10.0
2025-12-08,Mala flavor - Sea bass,10.0
2025-12-08,Mala flavor - Qian fish,10.0
2025-12-09,Chicken knee cartilage,18.0
2025-12-09,Grilled lamb skewers,34.0
2025-12-09,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-12-09,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-12-09,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-12-09,Garlic flavor - Jiangtuan,4.0
2025-12-09,Garlic flavor - Sea bass,4.0
2025-12-09,Garlic flavor - Qian fish,9.0
2025-12-09,Pickled mustard greens flavor - Jiangtuan,1.0
2025-12-09,Pickled mustard greens flavor - Sea bass,1.0
2025-12-09,Pickled mustard greens flavor - Qian fish,1.0
2025-12-09,Green pepper flavor - Jiangtuan,2.0
2025-12-09,Green pepper flavor - Sea bass,2.0
2025-12-09,Green pepper flavor - Qian fish,2.0
2025-12-09,Mala flavor - Jiangtuan,14.0
2025-12-09,Mala flavor - Sea bass,14.0
2025-12-09,Mala flavor - Qian fish,14.0
2025-12-10,Chicken knee cartilage,31.0
2025-12-10,Grilled lamb skewers,24.0
2025-12-10,Garlic flavor - Jiangtuan,3.0
2025-12-10,Garlic flavor - Sea bass,3.0
2025-12-10,Garlic flavor - Qian fish,4.0
2025-12-10,Pickled mustard greens flavor - Jiangtuan,1.0
2025-12-10,Pickled mustard greens flavor - Sea bass,1.0
2025-12-10,Pickled mustard greens flavor - Qian fish,1.0
2025-12-10,Green pepper flavor - Jiangtuan,5.0
2025-12-10,Green pepper flavor - Sea bass,5.0
2025-12-10,Green pepper flavor - Qian fish,5.0
2025-12-10,Mala flavor - Jiangtuan,15.0
2025-12-10,Mala flavor - Sea bass,15.0
2025-12-10,Mala flavor - Qian fish,15.0
2025-12-11,Chicken knee cartilage,24.0
2025-12-11,Grilled lamb skewers,54.0
2025-12-11,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-12-11,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-12-11,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-12-11,Garlic flavor - Jiangtuan,6.0
2025-12-11,Garlic flavor - Sea bass,6.0
2025-12-11,Garlic flavor - Qian fish,9.0
2025-12-11,Pickled mustard greens flavor - Jiangtuan,1.0
2025-12-11,Pickled mustard greens flavor - Sea bass,1.0
2025-12-11,Pickled mustard greens flavor - Qian fish,1.0
2025-12-11,Green pepper flavor - Jiangtuan,2.0
2025-12-11,Green pepper flavor - Sea bass,2.0
2025-12-11,Green pepper flavor - Qian fish,2.0
2025-12-11,Mala flavor - Jiangtuan,16.0
2025-12-11,Mala flavor - Sea bass,16.0
2025-12-11,Mala flavor - Qian fish,16.0
2025-12-12,Chicken knee cartilage,23.0
2025-12-12,Grilled lamb skewers,31.0
2025-12-12,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-12-12,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-12-12,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-12-12,Garlic flavor - Jiangtuan,4.0
2025-12-12,Garlic flavor - Sea bass,4.0
2025-12-12,Garlic flavor - Qian fish,8.0
2025-12-12,Pickled mustard greens flavor - Jiangtuan,2.0
2025-12-12,Pickled mustard greens flavor - Sea bass,2.0
2025-12-12,Pickled mustard greens flavor - Qian fish,2.0
2025-12-12,Green pepper flavor - Jiangtuan,3.0
2025-12-12,Green pepper flavor - Sea bass,3.0
2025-12-12,Green pepper flavor - Qian fish,3.0
2025-12-12,Mala flavor - Jiangtuan,16.0
2025-12-12,Mala flavor - Sea bass,16.0
2025-12-12,Mala flavor - Qian fish,16.0
2025-12-13,Chicken knee cartilage,41.0
2025-12-13,Grilled lamb skewers,129.0
2025-12-13,Old-jar pickled mustard greens flavor - Jiangtuan,4.0
2025-12-13,Old-jar pickled mustard greens flavor - Sea bass,4.0
2025-12-13,Old-jar pickled mustard greens flavor - Qian fish,4.0
2025-12-13,Garlic flavor - Jiangtuan,7.0
2025-12-13,Garlic flavor - Sea bass,7.0
2025-12-13,Garlic flavor - Qian fish,25.0
2025-12-13,Pickled mustard greens flavor - Jiangtuan,2.0
2025-12-13,Pickled mustard greens flavor - Sea bass,2.0
2025-12-13,Pickled mustard greens flavor - Qian fish,2.0
2025-12-13,Green pepper flavor - Jiangtuan,7.0
2025-12-13,Green pepper flavor - Sea bass,7.0
2025-12-13,Green pepper flavor - Qian fish,7.0
2025-12-13,Mala flavor - Jiangtuan,17.0
2025-12-13,Mala flavor - Sea bass,17.0
2025-12-13,Mala flavor - Qian fish,17.0
2025-12-14,Chicken knee cartilage,30.0
2025-12-14,Grilled lamb skewers,84.0
2025-12-14,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-12-14,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-12-14,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-12-14,Garlic flavor - Jiangtuan,8.0
2025-12-14,Garlic flavor - Sea bass,8.0
2025-12-14,Garlic flavor - Qian fish,17.0
2025-12-14,Pickled mustard greens flavor - Jiangtuan,1.0
2025-12-14,Pickled mustard greens flavor - Sea bass,1.0
2025-12-14,Pickled mustard greens flavor - Qian fish,1.0
2025-12-14,Green pepper flavor - Jiangtuan,6.0
2025-12-14,Green pepper flavor - Sea bass,6.0
2025-12-14,Green pepper flavor - Qian fish,6.0
2025-12-14,Mala flavor - Jiangtuan,20.0
2025-12-14,Mala flavor - Sea bass,20.0
2025-12-14,Mala flavor - Qian fish,20.0
2025-12-15,Chicken knee cartilage,22.0
2025-12-15,Grilled lamb skewers,63.0
2025-12-15,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-12-15,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-12-15,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-12-15,Garlic flavor - Jiangtuan,4.0
2025-12-15,Garlic flavor - Sea bass,4.0
2025-12-15,Garlic flavor - Qian fish,8.0
2025-12-15,Pickled mustard greens flavor - Jiangtuan,1.0
2025-12-15,Pickled mustard greens flavor - Sea bass,1.0
2025-12-15,Pickled mustard greens flavor - Qian fish,1.0
2025-12-15,Green pepper flavor - Jiangtuan,2.0
2025-12-15,Green pepper flavor - Sea bass,2.0
2025-12-15,Green pepper flavor - Qian fish,2.0
2025-12-15,Mala flavor - Jiangtuan,11.0
2025-12-15,Mala flavor - Sea bass,11.0
2025-12-15,Mala flavor - Qian fish,11.0
2025-12-16,Chicken knee cartilage,25.0
2025-12-16,Grilled lamb skewers,51.0
2025-12-16,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-12-16,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-12-16,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-12-16,Garlic flavor - Jiangtuan,4.0
2025-12-16,Garlic flavor - Sea bass,4.0
2025-12-16,Garlic flavor - Qian fish,4.0
2025-12-16,Green pepper flavor - Jiangtuan,3.0
2025-12-16,Green pepper flavor - Sea bass,3.0
2025-12-16,Green pepper flavor - Qian fish,3.0
2025-12-16,Mala flavor - Jiangtuan,10.0
2025-12-16,Mala flavor - Sea bass,10.0
2025-12-16,Mala flavor - Qian fish,10.0
2025-12-17,Chicken knee cartilage,26.0
2025-12-17,Grilled lamb skewers,44.0
2025-12-17,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-12-17,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-12-17,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-12-17,Garlic flavor - Jiangtuan,2.0
2025-12-17,Garlic flavor - Sea bass,2.0
2025-12-17,Garlic flavor - Qian fish,7.0
2025-12-17,Pickled mustard greens flavor - Jiangtuan,1.0
2025-12-17,Pickled mustard greens flavor - Sea bass,1.0
2025-12-17,Pickled mustard greens flavor - Qian fish,1.0
2025-12-17,Green pepper flavor - Jiangtuan,5.0
2025-12-17,Green pepper flavor - Sea bass,5.0
2025-12-17,Green pepper flavor - Qian fish,5.0
2025-12-17,Mala flavor - Jiangtuan,10.0
2025-12-17,Mala flavor - Sea bass,10.0
2025-12-17,Mala flavor - Qian fish,10.0
2025-12-18,Chicken knee cartilage,18.0
2025-12-18,Grilled lamb skewers,53.0
2025-12-18,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-12-18,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-12-18,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-12-18,Garlic flavor - Jiangtuan,4.0
2025-12-18,Garlic flavor - Sea bass,4.0
2025-12-18,Garlic flavor - Qian fish,5.0
2025-12-18,Pickled mustard greens flavor - Jiangtuan,1.0
2025-12-18,Pickled mustard greens flavor - Sea bass,1.0
2025-12-18,Pickled mustard greens flavor - Qian fish,1.0
2025-12-18,Green pepper flavor - Jiangtuan,3.0
2025-12-18,Green pepper flavor - Sea bass,3.0
2025-12-18,Green pepper flavor - Qian fish,3.0
2025-12-18,Mala flavor - Jiangtuan,14.0
2025-12-18,Mala flavor - Sea bass,14.0
2025-12-18,Mala flavor - Qian fish,14.0
2025-12-19,Chicken knee cartilage,52.0
2025-12-19,Grilled lamb skewers,58.0
2025-12-19,Old-jar pickled mustard greens flavor - Jiangtuan,1.0
2025-12-19,Old-jar pickled mustard greens flavor - Sea bass,1.0
2025-12-19,Old-jar pickled mustard greens flavor - Qian fish,1.0
2025-12-19,Garlic flavor - Jiangtuan,5.0
2025-12-19,Garlic flavor - Sea bass,5.0
2025-12-19,Garlic flavor - Qian fish,10.0
2025-12-19,Pickled mustard greens flavor - Jiangtuan,2.0
2025-12-19,Pickled mustard greens flavor - Sea bass,2.0
2025-12-19,Pickled mustard greens flavor - Qian fish,2.0
2025-12-19,Green pepper flavor - Jiangtuan,4.0
2025-12-19,Green pepper flavor - Sea bass,4.0
2025-12-19,Green pepper flavor - Qian fish,4.0
2025-12-19,Mala flavor - Jiangtuan,19.0
2025-12-19,Mala flavor - Sea bass,19.0
2025-12-19,Mala flavor - Qian fish,19.0
2025-12-20,Chicken knee cartilage,57.0
2025-12-20,Grilled lamb skewers,100.0
2025-12-20,Old-jar pickled mustard greens flavor - Jiangtuan,2.0
2025-12-20,Old-jar pickled mustard greens flavor - Sea bass,2.0
2025-12-20,Old-jar pickled mustard greens flavor - Qian fish,2.0
2025-12-20,Garlic flavor - Jiangtuan,10.0
2025-12-20,Garlic flavor - Sea bass,10.0
2025-12-20,Garlic flavor - Qian fish,19.0
2025-12-20,Pickled mustard greens flavor - Jiangtuan,1.0
2025-12-20,Pickled mustard greens flavor - Sea bass,1.0
2025-12-20,Pickled mustard greens flavor - Qian fish,1.0
2025-12-20,Green pepper flavor - Jiangtuan,7.0
2025-12-20,Green pepper flavor - Sea bass,7.0
2025-12-20,Green pepper flavor - Qian fish,7.0
2025-12-20,Mala flavor - Jiangtuan,19.0
2025-12-20,Mala flavor - Sea bass,19.0
2025-12-20,Mala flavor - Qian fish,19.0
2025-12-21,Chicken knee cartilage,30.0
2025-12-21,Grilled lamb skewers,149.0
2025-12-21,Old-jar pickled mustard greens flavor - Jiangtuan,3.0
2025-12-21,Old-jar pickled mustard greens flavor - Sea bass,3.0
2025-12-21,Old-jar pickled mustard greens flavor - Qian fish,3.0
2025-12-21,Garlic flavor - Jiangtuan,9.0
2025-12-21,Garlic flavor - Sea bass,9.0
2025-12-21,Garlic flavor - Qian fish,19.0
2025-12-21,Pickled mustard greens flavor - Jiangtuan,1.0
2025-12-21,Pickled mustard greens flavor - Sea bass,1.0
2025-12-21,Pickled mustard greens flavor - Qian fish,1.0
2025-12-21,Green pepper flavor - Jiangtuan,8.0
2025-12-21,Green pepper flavor - Sea bass,8.0
2025-12-21,Green pepper flavor - Qian fish,8.0
2025-12-21,Mala flavor - Jiangtuan,17.0
2025-12-21,Mala flavor - Sea bass,17.0
2025-12-21,Mala flavor - Qian fish,17.0
2025-12-22,Chicken knee cartilage,14.0
2025-12-22,Grilled lamb skewers,52.0
2025-12-22,Garlic flavor - Jiangtuan,3.0
2025-12-22,Garlic flavor - Sea bass,3.0
2025-12-22,Garlic flavor - Qian fish,4.0
2025-12-22,Green pepper flavor - Jiangtuan,6.0
2025-12-22,Green pepper flavor - Sea bass,6.0
2025-12-22,Green pepper flavor - Qian fish,6.0
2025-12-22,Mala flavor - Jiangtuan,12.0
2025-12-22,Mala flavor - Sea bass,12.0
2025-12-22,Mala flavor - Qian fish,12.0
2025-12-23,Chicken knee cartilage,37.0
